1088
(189, 206)
(206, 189)
(190, 191)
(191, 190)
(190, 207)
(207, 190)
(191, 192)
(192, 191)
(191, 208)
(208, 191)
(192, 193)
(193, 192)
(192, 209)
(209, 192)
(193, 194)
(194, 193)
(193, 210)
(210, 193)
(194, 195)
(195, 194)
(194, 211)
(211, 194)
(195, 196)
(196, 195)
(195, 212)
(212, 195)
(196, 197)
(197, 196)
(196, 213)
(213, 196)
(197, 198)
(198, 197)
(197, 214)
(214, 197)
(198, 199)
(199, 198)
(198, 215)
(215, 198)
(199, 200)
(200, 199)
(199, 216)
(216, 199)
(200, 201)
(201, 200)
(200, 217)
(217, 200)
(201, 202)
(202, 201)
(201, 218)
(218, 201)
(202, 203)
(203, 202)
(202, 219)
(219, 202)
(203, 220)
(220, 203)
(204, 205)
(205, 204)
(204, 221)
(221, 204)
(205, 206)
(206, 205)
(205, 222)
(222, 205)
(206, 207)
(207, 206)
(206, 223)
(223, 206)
(207, 208)
(208, 207)
(207, 224)
(224, 207)
(208, 209)
(209, 208)
(208, 225)
(225, 208)
(209, 210)
(210, 209)
(209, 226)
(226, 209)
(210, 211)
(211, 210)
(210, 227)
(227, 210)
(211, 212)
(212, 211)
(211, 228)
(228, 211)
(212, 213)
(213, 212)
(212, 229)
(229, 212)
(213, 214)
(214, 213)
(213, 230)
(230, 213)
(214, 215)
(215, 214)
(214, 231)
(231, 214)
(215, 216)
(216, 215)
(215, 232)
(232, 215)
(216, 217)
(217, 216)
(216, 233)
(233, 216)
(217, 218)
(218, 217)
(217, 234)
(234, 217)
(218, 219)
(219, 218)
(218, 235)
(235, 218)
(219, 220)
(220, 219)
(219, 236)
(236, 219)
(220, 237)
(237, 220)
(221, 222)
(222, 221)
(221, 238)
(238, 221)
(222, 223)
(223, 222)
(222, 239)
(239, 222)
(223, 224)
(224, 223)
(223, 240)
(240, 223)
(224, 225)
(225, 224)
(224, 241)
(241, 224)
(225, 226)
(226, 225)
(225, 242)
(242, 225)
(226, 227)
(227, 226)
(226, 243)
(243, 226)
(227, 228)
(228, 227)
(227, 244)
(244, 227)
(228, 229)
(229, 228)
(228, 245)
(245, 228)
(229, 230)
(230, 229)
(229, 246)
(246, 229)
(230, 231)
(231, 230)
(230, 247)
(247, 230)
(231, 232)
(232, 231)
(231, 248)
(248, 231)
(232, 233)
(233, 232)
(232, 249)
(249, 232)
(233, 234)
(234, 233)
(233, 250)
(250, 233)
(234, 235)
(235, 234)
(234, 251)
(251, 234)
(235, 236)
(236, 235)
(235, 252)
(252, 235)
(236, 237)
(237, 236)
(236, 253)
(253, 236)
(237, 254)
(254, 237)
(238, 239)
(239, 238)
(238, 255)
(255, 238)
(239, 240)
(240, 239)
(239, 256)
(256, 239)
(240, 241)
(241, 240)
(240, 257)
(257, 240)
(241, 242)
(242, 241)
(241, 258)
(258, 241)
(242, 243)
(243, 242)
(242, 259)
(259, 242)
(243, 244)
(244, 243)
(243, 260)
(260, 243)
(244, 245)
(245, 244)
(244, 261)
(261, 244)
(245, 246)
(246, 245)
(245, 262)
(262, 245)
(246, 247)
(247, 246)
(246, 263)
(263, 246)
(247, 248)
(248, 247)
(247, 264)
(264, 247)
(248, 249)
(249, 248)
(248, 265)
(265, 248)
(249, 250)
(250, 249)
(249, 266)
(266, 249)
(250, 251)
(251, 250)
(250, 267)
(267, 250)
(251, 252)
(252, 251)
(251, 268)
(268, 251)
(252, 253)
(253, 252)
(252, 269)
(269, 252)
(253, 254)
(254, 253)
(253, 270)
(270, 253)
(254, 271)
(271, 254)
(255, 256)
(256, 255)
(255, 272)
(272, 255)
(256, 257)
(257, 256)
(256, 273)
(273, 256)
(257, 258)
(258, 257)
(257, 274)
(274, 257)
(258, 259)
(259, 258)
(258, 275)
(275, 258)
(259, 260)
(260, 259)
(259, 276)
(276, 259)
(260, 261)
(261, 260)
(260, 277)
(277, 260)
(261, 262)
(262, 261)
(261, 278)
(278, 261)
(262, 263)
(263, 262)
(262, 279)
(279, 262)
(263, 264)
(264, 263)
(263, 280)
(280, 263)
(264, 265)
(265, 264)
(264, 281)
(281, 264)
(265, 266)
(266, 265)
(265, 282)
(282, 265)
(266, 267)
(267, 266)
(266, 283)
(283, 266)
(267, 268)
(268, 267)
(267, 284)
(284, 267)
(268, 269)
(269, 268)
(268, 285)
(285, 268)
(269, 270)
(270, 269)
(269, 286)
(286, 269)
(270, 271)
(271, 270)
(270, 287)
(287, 270)
(271, 288)
(288, 271)
(272, 273)
(273, 272)
(273, 274)
(274, 273)
(274, 275)
(275, 274)
(275, 276)
(276, 275)
(276, 277)
(277, 276)
(277, 278)
(278, 277)
(278, 279)
(279, 278)
(279, 280)
(280, 279)
(280, 281)
(281, 280)
(281, 282)
(282, 281)
(282, 283)
(283, 282)
(283, 284)
(284, 283)
(284, 285)
(285, 284)
(285, 286)
(286, 285)
(286, 287)
(287, 286)
(287, 288)
(288, 287)
